<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
MTSS;D;20151105;00:00:00;202.0000000;6779120
MTSS;D;20151106;00:00:00;202.5500000;3170450
MTSS;D;20151109;00:00:00;200.5000000;2243500
MTSS;D;20151110;00:00:00;194.7000000;4959760
MTSS;D;20151111;00:00:00;193.5500000;11618370
MTSS;D;20151112;00:00:00;195.0000000;3437290
MTSS;D;20151113;00:00:00;194.4000000;2013520
MTSS;D;20151116;00:00:00;199.0500000;4415330
MTSS;D;20151117;00:00:00;209.8500000;7745970
MTSS;D;20151118;00:00:00;214.9000000;6824200
MTSS;D;20151119;00:00:00;214.1000000;5930800
MTSS;D;20151120;00:00:00;219.3000000;3244040
MTSS;D;20151123;00:00:00;221.7000000;3451700
MTSS;D;20151124;00:00:00;212.8500000;7921450
MTSS;D;20151125;00:00:00;219.0000000;3049020
MTSS;D;20151126;00:00:00;217.5000000;3451980
MTSS;D;20151127;00:00:00;214.0500000;2589110
MTSS;D;20151130;00:00:00;217.7000000;2870700
MTSS;D;20151201;00:00:00;216.5000000;1685150
MTSS;D;20151202;00:00:00;217.0000000;1327480
MTSS;D;20151203;00:00:00;217.5500000;1384970
MTSS;D;20151204;00:00:00;214.8000000;2626020
MTSS;D;20151207;00:00:00;216.0000000;3529860
MTSS;D;20151208;00:00:00;215.9500000;3868660
MTSS;D;20151209;00:00:00;218.4500000;2125300
MTSS;D;20151210;00:00:00;217.0000000;3567910
MTSS;D;20151211;00:00:00;216.0000000;2324360
MTSS;D;20151214;00:00:00;213.5500000;4649440
MTSS;D;20151215;00:00:00;217.0000000;1967510
MTSS;D;20151216;00:00:00;220.0000000;3046040
MTSS;D;20151217;00:00:00;221.1000000;2452480
MTSS;D;20151218;00:00:00;221.5000000;2412710
MTSS;D;20151221;00:00:00;213.0500000;3605930
MTSS;D;20151222;00:00:00;212.8500000;1352330
MTSS;D;20151223;00:00:00;211.7500000;3631190
MTSS;D;20151224;00:00:00;213.0000000;1560910
MTSS;D;20151225;00:00:00;212.2000000;656820
MTSS;D;20151228;00:00:00;210.2500000;1159230
MTSS;D;20151229;00:00:00;211.5000000;3415320
MTSS;D;20151230;00:00:00;210.0000000;1292760
MTSS;D;20160104;00:00:00;208.4500000;631620
MTSS;D;20160105;00:00:00;210.7500000;651610
MTSS;D;20160106;00:00:00;210.0000000;1048440
MTSS;D;20160111;00:00:00;200.5500000;5064120
MTSS;D;20160112;00:00:00;205.0000000;3497980
MTSS;D;20160113;00:00:00;208.0000000;3942520
MTSS;D;20160114;00:00:00;210.8500000;3371540
MTSS;D;20160115;00:00:00;205.0000000;5054500
MTSS;D;20160118;00:00:00;205.4000000;1313760
MTSS;D;20160119;00:00:00;208.0000000;3054900
MTSS;D;20160120;00:00:00;204.8000000;3576940
MTSS;D;20160121;00:00:00;211.7000000;3371550
MTSS;D;20160122;00:00:00;216.5000000;4905660
MTSS;D;20160125;00:00:00;215.5000000;2982770
MTSS;D;20160126;00:00:00;218.1000000;2140250
MTSS;D;20160127;00:00:00;224.0000000;4450850
MTSS;D;20160128;00:00:00;227.2000000;4329410
MTSS;D;20160129;00:00:00;226.0000000;4198010
MTSS;D;20160201;00:00:00;227.0000000;1966040
MTSS;D;20160202;00:00:00;229.5000000;3616940
MTSS;D;20160203;00:00:00;230.6000000;2921630
MTSS;D;20160204;00:00:00;232.0000000;5624970
MTSS;D;20160205;00:00:00;231.8500000;2876890
MTSS;D;20160208;00:00:00;227.0000000;1773700
MTSS;D;20160209;00:00:00;229.0000000;1593080
MTSS;D;20160210;00:00:00;227.6000000;2399530
MTSS;D;20160211;00:00:00;226.3000000;4550530
MTSS;D;20160212;00:00:00;229.7500000;2020150
MTSS;D;20160215;00:00:00;228.5000000;1167230
MTSS;D;20160216;00:00:00;233.0000000;1748730
MTSS;D;20160217;00:00:00;234.2000000;3531580
MTSS;D;20160218;00:00:00;238.0000000;4408150
MTSS;D;20160219;00:00:00;236.8000000;2951450
MTSS;D;20160220;00:00:00;235.4500000;437960
MTSS;D;20160222;00:00:00;238.0000000;1105670
MTSS;D;20160224;00:00:00;228.0000000;3839160
MTSS;D;20160225;00:00:00;228.1000000;3024240
MTSS;D;20160226;00:00:00;230.2500000;2913050
MTSS;D;20160229;00:00:00;233.0000000;3514030
MTSS;D;20160301;00:00:00;230.9500000;2140170
MTSS;D;20160302;00:00:00;231.0000000;964910
MTSS;D;20160303;00:00:00;234.5000000;2981410
MTSS;D;20160304;00:00:00;234.6500000;1581650
MTSS;D;20160307;00:00:00;239.6500000;2736030
MTSS;D;20160309;00:00:00;236.5000000;3107960
MTSS;D;20160310;00:00:00;232.8000000;2211880
MTSS;D;20160311;00:00:00;231.8500000;3299170
MTSS;D;20160314;00:00:00;232.9000000;1449260
MTSS;D;20160315;00:00:00;232.1500000;3776890
MTSS;D;20160316;00:00:00;236.9500000;1908920
MTSS;D;20160317;00:00:00;236.0000000;5154900
MTSS;D;20160318;00:00:00;234.5000000;3288990
MTSS;D;20160321;00:00:00;237.2000000;2518130
MTSS;D;20160322;00:00:00;239.9000000;3382420
MTSS;D;20160323;00:00:00;235.5000000;2772710
MTSS;D;20160324;00:00:00;236.0000000;2263720
MTSS;D;20160325;00:00:00;236.5000000;555030
MTSS;D;20160328;00:00:00;236.9500000;1059250
MTSS;D;20160329;00:00:00;235.4000000;1333620
MTSS;D;20160330;00:00:00;236.3500000;1734490
MTSS;D;20160331;00:00:00;240.1000000;2902800
MTSS;D;20160401;00:00:00;237.6000000;2625890
MTSS;D;20160404;00:00:00;236.4500000;1451760
MTSS;D;20160405;00:00:00;233.3000000;2902070
MTSS;D;20160406;00:00:00;231.9000000;1786190
MTSS;D;20160407;00:00:00;234.4000000;2468700
MTSS;D;20160408;00:00:00;238.1000000;3242570
MTSS;D;20160411;00:00:00;251.5000000;6305090
MTSS;D;20160412;00:00:00;250.0000000;6354370
MTSS;D;20160413;00:00:00;251.7000000;3194310
MTSS;D;20160414;00:00:00;251.7500000;3185410
MTSS;D;20160415;00:00:00;252.0000000;1552140
MTSS;D;20160418;00:00:00;249.5000000;1941510
MTSS;D;20160419;00:00:00;259.4500000;4409500
MTSS;D;20160420;00:00:00;257.2000000;7017790
MTSS;D;20160421;00:00:00;257.4000000;1757480
MTSS;D;20160422;00:00:00;258.5000000;2014650
MTSS;D;20160425;00:00:00;257.1000000;1423630
MTSS;D;20160426;00:00:00;256.0000000;1229400
MTSS;D;20160427;00:00:00;256.7000000;1793180
MTSS;D;20160428;00:00:00;256.6500000;1802140
MTSS;D;20160429;00:00:00;253.0000000;3000780
MTSS;D;20160504;00:00:00;257.2000000;1440760
MTSS;D;20160505;00:00:00;256.7500000;2000600
MTSS;D;20160506;00:00:00;262.0500000;2545830
MTSS;D;20160510;00:00:00;253.0000000;3347460
MTSS;D;20160511;00:00:00;253.0000000;1327330
MTSS;D;20160512;00:00:00;255.2000000;1399890
MTSS;D;20160513;00:00:00;256.1000000;1185990
MTSS;D;20160516;00:00:00;259.2000000;2699160
MTSS;D;20160517;00:00:00;259.4500000;1544420
MTSS;D;20160518;00:00:00;262.9000000;2967580
MTSS;D;20160519;00:00:00;252.6000000;2674150
MTSS;D;20160520;00:00:00;258.0000000;2100410
MTSS;D;20160523;00:00:00;253.1000000;2024660
MTSS;D;20160524;00:00:00;254.8000000;1224450
MTSS;D;20160525;00:00:00;256.0000000;1635190
MTSS;D;20160526;00:00:00;254.7000000;1442500
MTSS;D;20160527;00:00:00;255.8000000;747800
MTSS;D;20160530;00:00:00;255.5500000;504120
MTSS;D;20160531;00:00:00;257.1500000;1580930
MTSS;D;20160601;00:00:00;251.9000000;2564810
MTSS;D;20160602;00:00:00;254.5500000;2239080
MTSS;D;20160603;00:00:00;253.0000000;1159700
MTSS;D;20160606;00:00:00;267.0000000;13879950
MTSS;D;20160607;00:00:00;264.9500000;3775430
MTSS;D;20160608;00:00:00;263.4000000;1414980
MTSS;D;20160609;00:00:00;264.1500000;1214390
MTSS;D;20160610;00:00:00;260.7000000;1035080
MTSS;D;20160614;00:00:00;263.4000000;1577150
MTSS;D;20160615;00:00:00;268.3000000;2474200
MTSS;D;20160616;00:00:00;256.0000000;2894910
MTSS;D;20160617;00:00:00;253.3000000;1670910
MTSS;D;20160620;00:00:00;262.2000000;2546330
MTSS;D;20160621;00:00:00;255.1000000;3805860
MTSS;D;20160622;00:00:00;253.0000000;2138390
MTSS;D;20160623;00:00:00;249.9000000;5937750
MTSS;D;20160624;00:00:00;238.1500000;5357660
MTSS;D;20160627;00:00:00;234.5000000;3794880
MTSS;D;20160628;00:00:00;240.8000000;3004980
MTSS;D;20160629;00:00:00;243.5000000;2908830
MTSS;D;20160630;00:00:00;243.0500000;1608640
MTSS;D;20160701;00:00:00;245.0500000;2679710
MTSS;D;20160704;00:00:00;235.4500000;2542570
MTSS;D;20160705;00:00:00;235.1500000;1920510
MTSS;D;20160706;00:00:00;235.2000000;962470
MTSS;D;20160707;00:00:00;231.5000000;5118070
MTSS;D;20160708;00:00:00;232.0000000;2677580
MTSS;D;20160711;00:00:00;238.2000000;3179820
MTSS;D;20160712;00:00:00;238.0500000;2083450
MTSS;D;20160713;00:00:00;235.8500000;1113510
MTSS;D;20160714;00:00:00;232.5000000;2365130
MTSS;D;20160715;00:00:00;235.2000000;1726030
MTSS;D;20160718;00:00:00;236.9000000;1053800
MTSS;D;20160719;00:00:00;235.3500000;2936350
MTSS;D;20160720;00:00:00;239.5000000;1367100
MTSS;D;20160721;00:00:00;244.3000000;2462570
MTSS;D;20160722;00:00:00;243.9000000;2552010
MTSS;D;20160725;00:00:00;245.2000000;1811870
MTSS;D;20160726;00:00:00;248.8000000;1769990
MTSS;D;20160727;00:00:00;249.3500000;2256360
MTSS;D;20160728;00:00:00;251.8000000;2141350
MTSS;D;20160729;00:00:00;252.0000000;1764530
MTSS;D;20160801;00:00:00;250.9500000;1851660
MTSS;D;20160802;00:00:00;248.0000000;1775910
MTSS;D;20160803;00:00:00;246.0000000;1525670
MTSS;D;20160804;00:00:00;248.6000000;2136350
MTSS;D;20160805;00:00:00;247.2000000;1118220
MTSS;D;20160808;00:00:00;250.9000000;1576760
MTSS;D;20160809;00:00:00;252.4000000;1531120
MTSS;D;20160810;00:00:00;250.0000000;1396490
MTSS;D;20160811;00:00:00;250.5000000;1364060
MTSS;D;20160812;00:00:00;251.8000000;1792560
MTSS;D;20160815;00:00:00;249.8500000;1122950
MTSS;D;20160816;00:00:00;251.9000000;947230
MTSS;D;20160817;00:00:00;247.5500000;1247090
MTSS;D;20160818;00:00:00;240.0000000;5157050
