<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
POLY;D;20161013;00:00:00;664.5000000;120173
POLY;D;20161014;00:00:00;656.0000000;44964
POLY;D;20161017;00:00:00;654.5000000;27665
POLY;D;20161018;00:00:00;682.5000000;162942
POLY;D;20161019;00:00:00;679.5000000;49819
POLY;D;20161020;00:00:00;683.0000000;28937
POLY;D;20161021;00:00:00;675.0000000;142139
POLY;D;20161024;00:00:00;677.0000000;38156
POLY;D;20161025;00:00:00;675.0000000;67550
POLY;D;20161026;00:00:00;669.5000000;19679
POLY;D;20161027;00:00:00;675.5000000;57112
POLY;D;20161028;00:00:00;681.5000000;26258
POLY;D;20161031;00:00:00;687.0000000;52468
POLY;D;20161101;00:00:00;733.5000000;118744
POLY;D;20161102;00:00:00;747.0000000;166708
POLY;D;20161103;00:00:00;732.0000000;64540
POLY;D;20161107;00:00:00;713.0000000;51170
POLY;D;20161108;00:00:00;721.5000000;29183
POLY;D;20161109;00:00:00;738.0000000;244119
POLY;D;20161110;00:00:00;722.0000000;135392
POLY;D;20161111;00:00:00;697.0000000;158663
POLY;D;20161114;00:00:00;662.5000000;240165
POLY;D;20161115;00:00:00;635.5000000;204561
POLY;D;20161116;00:00:00;645.0000000;121762
POLY;D;20161117;00:00:00;635.5000000;138489
POLY;D;20161118;00:00:00;609.0000000;116500
POLY;D;20161121;00:00:00;622.0000000;112278
POLY;D;20161122;00:00:00;608.5000000;120036
POLY;D;20161123;00:00:00;601.0000000;137076
POLY;D;20161124;00:00:00;603.0000000;98861
POLY;D;20161125;00:00:00;603.0000000;109665
POLY;D;20161128;00:00:00;617.5000000;98803
POLY;D;20161129;00:00:00;623.0000000;93742
POLY;D;20161130;00:00:00;608.5000000;92330
POLY;D;20161201;00:00:00;595.0000000;171178
POLY;D;20161202;00:00:00;609.0000000;110365
POLY;D;20161205;00:00:00;589.5000000;237457
POLY;D;20161206;00:00:00;599.0000000;127237
POLY;D;20161207;00:00:00;605.5000000;235658
POLY;D;20161208;00:00:00;624.0000000;261559
POLY;D;20161209;00:00:00;624.5000000;224924
POLY;D;20161212;00:00:00;587.0000000;654656
POLY;D;20161213;00:00:00;582.0000000;261293
POLY;D;20161214;00:00:00;632.0000000;487768
POLY;D;20161215;00:00:00;600.5000000;478888
POLY;D;20161216;00:00:00;600.0000000;209728
POLY;D;20161219;00:00:00;597.5000000;288211
POLY;D;20161220;00:00:00;589.5000000;100277
POLY;D;20161221;00:00:00;590.5000000;89789
POLY;D;20161222;00:00:00;599.0000000;143441
POLY;D;20161223;00:00:00;604.5000000;177086
POLY;D;20161226;00:00:00;598.0000000;26116
POLY;D;20161227;00:00:00;608.5000000;100926
POLY;D;20161228;00:00:00;608.5000000;111740
POLY;D;20161229;00:00:00;637.0000000;258167
POLY;D;20161230;00:00:00;638.5000000;124472
POLY;D;20170103;00:00:00;643.5000000;79892
POLY;D;20170104;00:00:00;662.5000000;137422
POLY;D;20170105;00:00:00;661.5000000;209804
POLY;D;20170106;00:00:00;654.0000000;69777
POLY;D;20170109;00:00:00;662.0000000;73987
POLY;D;20170110;00:00:00;669.5000000;146384
POLY;D;20170111;00:00:00;668.0000000;178706
POLY;D;20170112;00:00:00;677.5000000;157054
POLY;D;20170113;00:00:00;668.0000000;67249
POLY;D;20170116;00:00:00;670.5000000;43914
POLY;D;20170117;00:00:00;688.5000000;191300
POLY;D;20170118;00:00:00;689.5000000;103512
POLY;D;20170119;00:00:00;680.5000000;101950
POLY;D;20170120;00:00:00;682.0000000;133793
POLY;D;20170123;00:00:00;692.5000000;82524
POLY;D;20170124;00:00:00;708.0000000;128013
POLY;D;20170125;00:00:00;699.0000000;109103
POLY;D;20170126;00:00:00;667.0000000;302812
POLY;D;20170127;00:00:00;667.0000000;140034
POLY;D;20170130;00:00:00;674.5000000;93657
POLY;D;20170131;00:00:00;692.0000000;155489
POLY;D;20170201;00:00:00;707.0000000;206993
POLY;D;20170202;00:00:00;702.0000000;125798
POLY;D;20170203;00:00:00;693.0000000;69882
POLY;D;20170206;00:00:00;696.5000000;41631
POLY;D;20170207;00:00:00;709.0000000;65376
POLY;D;20170208;00:00:00;728.0000000;171679
